Individual_ID	Site	Country	Region	Group_label	Latitude	Longitude	Data_source	Age_upper	Age_lower	Age_average	Dating	Sex	Y_haplogroup_major	Y_haplogroup_derived	Coverage	Average_GP	Flag	Cluster_ID	Cluster_fine	Cluster_global	Cluster_group
PL_N22	Brzesc Kujawski	Poland	CentralEasternEurope	Poland_Neolithic_BKG	52.61	18.9	Fernandes_ScientificReports_2018	6392	6190	6291	direct	XX	NA	NA	1.49	0.996	0	4.2.3.1.2	EuropeE_8600BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
PL_N36	Konary	Poland	CentralEasternEurope	Poland_Neolithic_BKG	50.67	21.38	Fernandes_ScientificReports_2018	6550	5950	6250	context	XX	NA	NA	1.67	0.997	0	2.3.1.2.4	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
PL_N26	Konary	Poland	CentralEasternEurope	Poland_Neolithic_BKG	50.67	21.38	Fernandes_ScientificReports_2018	6284	6018	6151	direct	XY	G2a	G2a2b2a	2.15	0.997	0	2.3.1.2.2	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
PL_N25	Oslonki	Poland	CentralEasternEurope	Poland_Neolithic_BKG	52.61	18.8	Fernandes_ScientificReports_2018	6550	5950	6250	context	XX	NA	NA	2.3	0.997	0	2.3.1.2.1	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
PL_N27	Oslonki	Poland	CentralEasternEurope	Poland_Neolithic_BKG	52.61	18.8	Fernandes_ScientificReports_2018	6550	5950	6250	context	XY	G2a	G2a2b2a	1.79	0.997	0	2.3.1.1.8	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
PL_N31	Oslonki	Poland	CentralEasternEurope	Poland_Neolithic_BKG	52.61	18.8	Fernandes_ScientificReports_2018	6273	6002	6138	direct	XX	NA	NA	3	0.998	0	2.3.1.1.9	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
PL_N28	Oslonki	Poland	CentralEasternEurope	Poland_Neolithic_BKG	52.61	18.8	Fernandes_ScientificReports_2018	6201	5946	6074	context	XY	G2a	G2a2b2a	1.75	0.997	0	2.3.1.2.3	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
PL_N42	Oslonki	Poland	CentralEasternEurope	Poland_Neolithic_BKG	52.61	18.8	Fernandes_ScientificReports_2018	6181	5929	6055	direct	XX	NA	NA	0.58	0.994	0	4.2.3.1.4	EuropeE_8600BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
PL_N18	Pikutkowo	Poland	CentralEasternEurope	Poland_Neolithic_FBC	52.62	18.96	Fernandes_ScientificReports_2018	5586	5339	5463	direct	XX	NA	NA	1.91	0.997	0	2.4.1.1.2.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
PL_N19	Pikutkowo	Poland	CentralEasternEurope	Poland_Neolithic_FBC	52.62	18.96	Fernandes_ScientificReports_2018	5586	5338	5462	direct	XX	NA	NA	1.68	0.997	0	2.3.1.1.7	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
PL_N20	Pikutkowo	Poland	CentralEasternEurope	Poland_Neolithic_FBC	52.62	18.96	Fernandes_ScientificReports_2018	5586	5338	5462	direct	XY	C1	C1	0.8	0.995	0	2.4.1.1.2.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO641	Slonowice	Poland	CentralEasternEurope	Poland_Neolithic_FBC	50.267	20.45	thisStudy	5289	4974	5132	direct	XX	NA	NA	0.26	0.99	0	2.3.2.1	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO640	Slonowice	Poland	CentralEasternEurope	Poland_Neolithic_FBC	50.267	20.45	thisStudy	4964	4836	4900	direct	XY	G2a	G2a2b2a	0.2	0.988	0	2.4.1.2.1.4	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
PL_N38	Brzesc Kujawski	Poland	CentralEasternEurope	Poland_Neolithic_GAC	52.61	18.9	Fernandes_ScientificReports_2018	5213	4853	5033	direct	XX	NA	NA	1.77	0.997	0	2.4.2.1.2	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1166	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4974	4841	4908	direct	XX	NA	NA	3.06	0.997	0	2.4.2.1.1.1	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1171	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4878	4657	4768	direct	XY	I2a	I2a1b1a2b	2.67	0.997	1d_rel_RISE1166	NA	NA	NA	NA
RISE1161	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4864	4650	4757	direct	XX	NA	NA	1.37	0.995	0	2.4.2.2.1	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1170	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4850	4647	4749	direct	XX	NA	NA	3.79	0.997	0	2.4.2.2.1	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1162	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4862	4631	4747	direct	XY	I2a	I2a1b1a2b	3.09	0.997	1d_rel_RISE1170	NA	NA	NA	NA
RISE1165	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4856	4629	4743	direct	XY	I2a	I2a1b1a2	2.19	0.996	0	2.4.2.1.1.2	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1169	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4854	4628	4741	direct	XY	I2a	I2a1b1a2b	1.11	0.994	1d_rel_RISE1168	NA	NA	NA	NA
RISE1163	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4841	4629	4735	direct	XY	I2a	I2a1b1a2b	4.11	0.997	1d_rel_RISE1168	NA	NA	NA	NA
RISE1159	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4832	4628	4730	direct	XX	NA	NA	27.46	1	0	2.4.2.1.2	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1167	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4836	4619	4728	direct	XX	NA	NA	2.54	0.996	1d_rel_RISE1166	NA	NA	NA	NA
RISE1160	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4841	4587	4714	direct	XY	I2a	I2a1b1a2b	5.39	0.998	1d_rel_RISE1168	NA	NA	NA	NA
RISE1168	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4821	4530	4676	direct	XY	I2a	I2a1b1a2b	18.93	0.999	0	2.4.2.1.1.2	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1172	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4822	4527	4675	direct	XX	NA	NA	3.05	0.996	0	2.4.2.1.1.2	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1173	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4822	4446	4634	direct	XY	I2a	I2a1b1a2b	2.98	0.997	1d_rel_RISE1168	NA	NA	NA	NA
RISE1164	Koszyce, site 3	Poland	CentralEasternEurope	Poland_Neolithic_GAC	48.7	21.2	Schroeder_PNAS_2019	4527	4412	4470	direct	XX	NA	NA	1.09	0.995	1d_rel_RISE1170	NA	NA	NA	NA
RISE1252	Mierzanowice	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.8	21.5	Schroeder_PNAS_2019	5050	4400	4725	context	XY	I2a	I2a1b1a2	0.43	0.991	0	2.4.2.2.3	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1241	Sandomierz	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.6	21.7	Schroeder_PNAS_2019	4850	4655	4753	direct	XY	I2a	I2a1b1a2b	0.86	0.993	0	2.4.2.2.2	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1250	Sandomierz	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.6	21.7	Schroeder_PNAS_2019	5050	4400	4725	context	XY	I2a	I2a1b1a2	0.49	0.991	0	2.4.2.2.2	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1249	Ksiaznice	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.2	21.4	Schroeder_PNAS_2019	4855	4618	4737	direct	XX	NA	NA	1.01	0.995	0	2.4.2.1.1.1	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1248	Ksiaznice	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.2	21.4	Schroeder_PNAS_2019	5050	4400	4725	context	XX	NA	NA	0.8	0.994	0	2.4.2.3	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1243	Ksiaznice	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.2	21.4	Schroeder_PNAS_2019	5050	4400	4725	context	XX	NA	NA	0.25	0.989	1d_rel_RISE1249	NA	NA	NA	NA
RISE1247	Ksiaznice	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.2	21.4	Schroeder_PNAS_2019	5050	4400	4725	context	XX	NA	NA	0.77	0.993	1d_rel_RISE1248	NA	NA	NA	NA
RISE1246	Ksiaznice	Poland	CentralEasternEurope	Poland_Neolithic_GAC	50.2	21.4	Schroeder_PNAS_2019	4845	4585	4715	direct	XX	NA	NA	0.55	0.992	0	2.4.2.3	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE1254	Wilczyce	Poland	CentralEasternEurope	Poland_Neolithic_GAC	51.1	17.1	Schroeder_PNAS_2019	5050	4400	4725	context	XY	I2a	I2a1b1a2	0.44	0.992	0	2.4.2.1.1.3	Poland_5000BP_4700BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
poz81	Oblaczkowo	Poland	CentralEasternEurope	Poland_Neolithic_CWC	52.29	17.55	Malmstrom_ProcBiolSci_2019	4830	4580	4705	direct	XY	R1a	R1a1a1a	1.93	0.995	0	1.2.3.3	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
poz44	Oblaczkowo	Poland	CentralEasternEurope	Poland_Neolithic_CWC	52.29	17.55	Malmstrom_ProcBiolSci_2019	4820	4530	4675	direct	XX	NA	NA	0.11	0.983	0	1.2.3.3	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
PL_N44	Pikutkowo	Poland	CentralEasternEurope	Poland_Neolithic_CWC	52.62	18.96	Fernandes_ScientificReports_2018	4520	4380	4450	direct	XX	NA	NA	1.84	0.996	0	1.2.4.2	Poland_4400BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
PL_N45	Pikutkowo	Poland	CentralEasternEurope	Poland_Neolithic_CWC	52.62	18.96	Fernandes_ScientificReports_2018	4520	4290	4405	context	XX	NA	NA	2.21	0.997	0	1.2.4.2	Poland_4400BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
PL_N47	Pikutkowo	Poland	CentralEasternEurope	Poland_Neolithic_CWC	52.62	18.96	Fernandes_ScientificReports_2018	4520	4290	4405	context	XY	I2a	I2a1b1a2b	2.29	0.997	0	1.2.4.1	Poland_4400BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
PL_N49	Pikutkowo	Poland	CentralEasternEurope	Poland_Neolithic_CWC	52.62	18.96	Fernandes_ScientificReports_2018	4520	4290	4405	context	XY	I2a	I2a1b1a2b	1.96	0.996	0	1.2.4.1	Poland_4400BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
RISE431	Leki Male	Poland	CentralEasternEurope	Poland_Neolithic_CWC	52.14	16.54	Allentoft_Nature_2015	4236	3998	4117	direct	XY	R1a	R1a	0.11	0.977	lowGpAvg	NA	NA	NA	NA
PL_N17	Gustorzyn	Poland	CentralEasternEurope	Poland_BronzeAge	52.66	18.88	Fernandes_ScientificReports_2018	3966	3725	3846	direct	XY	R1a	R1a1a1b1	2.4	0.998	0	1.2.1.1.2.1.2	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
RISE109	Wojkowice	Poland	CentralEasternEurope	Poland_BronzeAge_Unetice	50.98	17.07	Allentoft_Nature_2015	3904	3722	3813	direct	XX	NA	NA	0.2	0.989	0	1.2.1.4.1.3	Scandivia_4600BP_3800BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
RISE154	Szczepankowice	Poland	CentralEasternEurope	Poland_BronzeAge_Unetice	50.95	16.94	Allentoft_Nature_2015	3875	3715	3795	direct	XX	NA	NA	0.13	0.985	0	1.2.1.2.2.1.2.5	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
RISE150	Przeclawice	Poland	CentralEasternEurope	Poland_BronzeAge_Unetice	50.92	16.96	Allentoft_Nature_2015	3835	3643	3739	direct	XX	NA	NA	2.72	0.996	0	1.2.3.2.1.6	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK212	Cedynia	Poland	CentralEasternEurope	Poland_VikingAge	52.88	14.2	Margyaran_Nature_2020	977	800	889	direct	XY	R1a	R1a1a1b	0.35	0.992	0	1.3.1.1.2.4	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK211	Cedynia	Poland	CentralEasternEurope	Poland_VikingAge	52.88	14.2	Margyaran_Nature_2020	850	550	700	context	XY	R1b	R1b1a1b1a1	0.1	0.98	0	1.2.1.2.2.1.2.3	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK154	Bodzia	Poland	CentralEasternEurope	Poland_VikingAge	52.7	18.9	Margyaran_Nature_2020	950	750	850	context	XX	NA	NA	3	0.996	0	1.3.1.1.3.1	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK155	Bodzia	Poland	CentralEasternEurope	Poland_VikingAge	52.7	18.9	Margyaran_Nature_2020	950	750	850	context	XX	NA	NA	0.28	0.992	1d_rel_VK157	NA	NA	NA	NA
VK156	Bodzia	Poland	CentralEasternEurope	Poland_VikingAge	52.7	18.9	Margyaran_Nature_2020	950	750	850	context	XY	R1a	R1a1a1b1a2a	1	0.994	0	1.3.1.1.3.1	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK157	Bodzia	Poland	CentralEasternEurope	Poland_VikingAge	52.7	18.9	Margyaran_Nature_2020	950	750	850	context	XY	I1	I1	1.03	0.994	0	1.3.1.1.3.2	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK494	Sandomierz	Poland	CentralEasternEurope	Poland_VikingAge	50.68	21.75	Margyaran_Nature_2020	950	750	850	context	XY	R1a	R1a	0.17	0.989	0	1.3.1.2.2.1	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
cim359	Rybnitsa District, Mokra	Moldova	CentralEasternEurope	Moldova_IronAge_Cimmerian	47.38	29.09	Krzewinska_ScienceAdvances_2018	2958	2788	2873	direct	XX	NA	NA	0.66	0.993	0	3.1.1.1.3.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
cim358	Slobodzeya District, Glinoe Sad	Moldova	CentralEasternEurope	Moldova_IronAge_Cimmerian	46.41	29.49	Krzewinska_ScienceAdvances_2018	2921	2759	2840	direct	XY	Q1a	Q1a1	0.14	0.981	0	3.1.1.1.2.1.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
cim357	Slobodzeya District, Glinoe Sad	Moldova	CentralEasternEurope	Moldova_IronAge_Cimmerian	46.41	29.49	Krzewinska_ScienceAdvances_2018	2864	2755	2810	direct	XY	R1a	R1a1a1b2	0.3	0.989	0	1.2.2.2.1.2.1	Steppe_4000BP_2500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
scy305	Slobodzeya District, Glinoe	Moldova	CentralEasternEurope	Moldova_IronAge_Scythian	46.67	29.8	Krzewinska_ScienceAdvances_2018	2349	2159	2254	direct	XY	R1b	R1b1a1b1b	0.2	0.985	0	2.1.2.2.1.1.1	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
scy300	Slobodzeya District, Glinoe	Moldova	CentralEasternEurope	Moldova_IronAge_Scythian	46.67	29.8	Krzewinska_ScienceAdvances_2018	2347	2159	2253	direct	XX	NA	NA	0.42	0.99	0	2.1.2.1.3.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
scy192	Slobodzeya District, Glinoe	Moldova	CentralEasternEurope	Moldova_IronAge_Scythian	46.67	29.8	Krzewinska_ScienceAdvances_2018	2400	2100	2250	context	XX	NA	NA	0.73	0.994	0	2.1.2.1.2.1.8	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
scy197	Slobodzeya District, Glinoe	Moldova	CentralEasternEurope	Moldova_IronAge_Scythian	46.67	29.8	Krzewinska_ScienceAdvances_2018	2400	2100	2250	context	XY	E1b	E1b1b1a1b1	0.36	0.988	0	2.1.2.2.1.2.1	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
scy301	Slobodzeya District, Glinoe	Moldova	CentralEasternEurope	Moldova_IronAge_Scythian	46.67	29.8	Krzewinska_ScienceAdvances_2018	2340	2155	2248	direct	XY	I2a	I2a1b1a2	1.12	0.994	0	1.2.2.1.1.1.1.3	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
scy311	Slobodzeya District, Glinoe	Moldova	CentralEasternEurope	Moldova_IronAge_Scythian	46.67	29.8	Krzewinska_ScienceAdvances_2018	2339	2154	2247	direct	XX	NA	NA	0.34	0.99	0	2.1.2.2.1.2.2	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
scy303	Slobodzeya District, Glinoe	Moldova	CentralEasternEurope	Moldova_IronAge_Scythian	46.67	29.8	Krzewinska_ScienceAdvances_2018	2330	2153	2242	direct	XX	NA	NA	1.17	0.995	0	1.1.1.1.3.3	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO527	Voloshskoe	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.305	35.136	thisStudy	11110	10738	10924	direct	XX	NA	NA	0.08	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
Ukraine_N1	Vasil'evka	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	47.43	35.28	Jones_CurrentBiology_2017	10775	10511	10643	direct	XY	R1	R1	0.18	0.983	0	4.1.3.2.6	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO545	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	11070	10588	10829	direct	XY	I	I	0.04	0.968	lowcov;lowGpAvg	NA	NA	NA	NA
NEO494	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	11069	10412	10741	direct	XY	R1	R1	0.06	0.971	lowcov;lowGpAvg	NA	NA	NA	NA
NEO492	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10721	10588	10655	context	XY	I2a	I2a1b	0.05	0.973	lowcov;lowGpAvg	NA	NA	NA	NA
NEO496	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10721	10588	10655	context	XY	GHIJK	GHIJK	0.01	0.953	lowcov;lowGpAvg	NA	NA	NA	NA
NEO497	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10721	10588	10655	context	XY	R1a	R1a	0.09	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
NEO550	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	11320	10752	11036	context	XX	NA	NA	0.03	0.965	lowcov;lowGpAvg	NA	NA	NA	NA
NEO501	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10734	10510	10622	direct	XY	Q	Q	0.13	0.98	0	4.1.3.2.1	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO549	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10696	10433	10565	direct	XY	I	I	0.04	0.968	lowcov;lowGpAvg	NA	NA	NA	NA
NEO521	Igren	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.396	35.161	thisStudy	8363	8177	8270	direct	XX	NA	NA	0.16	0.982	0	4.1.3.2.5	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO516	Igren	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.396	35.161	thisStudy	7246	6946	7096	direct	XY	Q1b	Q1b	0.26	0.988	0	4.1.3.1.1.6	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO270	Mamaj Gora	Ukraine	CentralEasternEurope	Ukraine_Neolithic	47.433	34.268	thisStudy	7419	7167	7293	direct	XY	I2a	I2a1b	0.14	0.981	0	4.1.3.2.3	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO268	Mamaj Gora	Ukraine	CentralEasternEurope	Ukraine_Neolithic	47.433	34.268	thisStudy	7312	7178	7245	context	XY	R1b	R1b	0.09	0.979	lowcov;lowGpAvg	NA	NA	NA	NA
Ukraine_HG1	Vovnigi	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.13	35.08	Jones_CurrentBiology_2017	7350	7150	7250	context	XY	I2a	I2a1b	0.17	0.985	0	4.1.3.2.1	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO551	Vovnigi I	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.122	35.096	thisStudy	7409	7163	7286	direct	XX	NA	NA	0.09	0.973	lowcov;lowGpAvg	NA	NA	NA	NA
NEO498	Vovnigi II	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.132	35.081	thisStudy	7161	6950	7056	direct	XY	R1b	R1b1b	2.11	0.993	0	4.1.3.1.2	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO553	Vovnigi I	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.122	35.096	thisStudy	7157	6797	6977	direct	XX	NA	NA	0.04	0.965	lowcov;lowGpAvg	NA	NA	NA	NA
NEO524	Vovnigi II	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.132	35.081	thisStudy	7155	6797	6976	direct	XY	I2a	I2a1b	0.1	0.98	lowcov;lowGpAvg	NA	NA	NA	NA
NEO552	Vovnigi I	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.122	35.096	thisStudy	7151	6789	6970	direct	XY	I2a	I2a1b	0.17	0.984	0	4.1.3.3	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO507	Vovnigi II	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.132	35.081	thisStudy	6981	6793	6887	direct	XY	R1b	R1b	0.26	0.987	0	4.1.3.1.2	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO528	Vovnigi I	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.122	35.096	thisStudy	6941	6742	6842	direct	XY	I2a	I2a1b	0.21	0.986	0	4.1.3.3	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO529	Vovnigi I	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.122	35.096	thisStudy	6850	6637	6744	direct	XX	NA	NA	0.09	0.977	lowcov;lowGpAvg	NA	NA	NA	NA
NEO503	Vovnigi II	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.132	35.081	thisStudy	6850	6562	6706	direct	XX	NA	NA	0.29	0.988	0	4.1.3.2.4	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO514	Vovnigi II	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.132	35.081	thisStudy	6740	6505	6623	direct	XY	I2	I2	0.04	0.967	lowcov;lowGpAvg	NA	NA	NA	NA
NEO502	Vovnigi II	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.132	35.081	thisStudy	6733	6498	6616	direct	XY	I2a	I2a1b	1.32	0.993	0	4.1.3.1.1.5	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO508	Vovnigi II	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.132	35.081	thisStudy	6396	6211	6304	direct	XX	NA	NA	0.09	0.977	lowcov;lowGpAvg	NA	NA	NA	NA
NEO304	Volnensky	Ukraine	CentralEasternEurope	Ukraine_Neolithic	47.95	35.39	thisStudy	7158	6854	7006	direct	XY	I2a	I2a1b	1.21	0.994	0	4.1.3.1.1.4	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO302	Volnensky	Ukraine	CentralEasternEurope	Ukraine_Neolithic	47.95	35.39	thisStudy	6936	6741	6839	direct	XY	I2a	I2a1b1a2	2.94	0.994	0	4.1.3.1.1.3	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO300	Volnensky	Ukraine	CentralEasternEurope	Ukraine_Neolithic	47.95	35.39	thisStudy	6787	6568	6678	direct	XX	NA	NA	2.38	0.994	0	4.1.3.1.1.2	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO262	Lysa Gora	Ukraine	CentralEasternEurope	Ukraine_Neolithic	47.451	35.239	thisStudy	6623	6402	6513	direct	XY	R1b	R1b	0.07	0.976	lowcov;lowGpAvg	NA	NA	NA	NA
NEO265	Lysa Gora	Ukraine	CentralEasternEurope	Ukraine_Neolithic	47.451	35.239	thisStudy	5597	5472	5535	direct	XY	I2a	I2a1b	0.09	0.979	lowcov;lowGpAvg	NA	NA	NA	NA
NEO305	Vasilevsky	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.305	35.139	thisStudy	6728	6493	6611	direct	XY	I2a	I2a1b1a2	2.19	0.994	1d_rel_NEO302	NA	NA	NA	NA
