Individual_ID	Site	Country	Region	Group_label	Latitude	Longitude	Data_source	Age_upper	Age_lower	Age_average	Dating	Sex	Y_haplogroup_major	Y_haplogroup_derived	Coverage	Average_GP	Flag	Cluster_ID	Cluster_fine	Cluster_global	Cluster_group
NEO522	Voloshskoe	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.305	35.136	thisStudy	6181	5928	6055	direct	XY	I2a	I2a1b	0.09	0.976	lowcov;lowGpAvg	NA	NA	NA	NA
NEO509	Igren	Ukraine	CentralEasternEurope	Ukraine_BronzeAge	48.396	35.161	thisStudy	4151	3977	4064	direct	XY	R1b	R1b1a1b1b	2.36	0.994	0	4.1.3.1.1.1	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
MJ-06	Kumy, Mound 6, burial 8	Ukraine	CentralEasternEurope	Ukraine_BronzeAge_Yamnaya	49.32	35.37	Jarve_CurrentBiology_2019	4814	4445	4630	direct	XX	NA	NA	0.16	0.985	0	1.2.3.2.1.1	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
MJ-09	Mamai-Gora, The central sector of the burial. Mound 162, burial 15, skeleton 2	Ukraine	CentralEasternEurope	Ukraine_BronzeAge_Catacomb	47.43	34.27	Jarve_CurrentBiology_2019	4413	4158	4286	direct	XX	NA	NA	0.2	0.987	0	1.2.3.1.1	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-31	Dykyi Sad hillfort	Ukraine	CentralEasternEurope	Ukraine_IronAge_Cimmerian	46.97	32	Jarve_CurrentBiology_2019	3231	3008	3120	direct	XY	R1a	R1a1a1b	0.2	0.988	0	1.2.2.1.1.1.1.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-12	Cartal III, NW part of the burial ground, plot I, grave 101	Ukraine	CentralEasternEurope	Ukraine_IronAge_Cimmerian	45.32	28.41	Jarve_CurrentBiology_2019	2942	2780	2861	direct	XX	NA	NA	0.26	0.989	0	2.1.2.2.2.1.2	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
MJ-32	Bidylo I, Mound 2, burial 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Cimmerian	49.97	35.39	Jarve_CurrentBiology_2019	2714	2380	2547	direct	XY	R1a	R1a	0.27	0.991	0	3.1.1.1.2.2.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
MJ-08	Kumy, Mound 1, burial 2	Ukraine	CentralEasternEurope	Ukraine_IronAge_Srubnaya	49.33	35.37	Jarve_CurrentBiology_2019	2731	2461	2596	direct	XX	NA	NA	0.12	0.984	0	1.2.2.1.1.1.1.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-14	Medwin, Group I, mound 22/1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.41	30.85	Jarve_CurrentBiology_2019	2738	2487	2613	direct	XY	R1a	R1a	0.11	0.984	0	1.3.1.2.2.2	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
MJ-16	Medwin, Group I, mound 6/1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.41	30.85	Jarve_CurrentBiology_2019	2706	2363	2535	direct	XY	J2a	J2a1a	0.26	0.99	0	1.2.2.1.1.1.2.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
scy010	Cherkasy Region, Gorodische District, Starosillya	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	46.32	29.47	Krzewinska_ScienceAdvances_2018	2745	2492	2619	direct	XX	NA	NA	0.46	0.991	0	1.3.1.3.1.6	EuropeE_4000BP_2500BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
scy009	Cherkasy Region, Gorodische District, Starosillya	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	46.32	29.47	Krzewinska_ScienceAdvances_2018	2718	2381	2550	direct	XY	R1b	R1b1a1b1a1	2.21	0.995	0	1.3.1.3.1.1	EuropeE_4000BP_2500BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
MJ-35	Kup'evaha, Mound 25, burial 1, skeleton 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	50.21	35.29	Jarve_CurrentBiology_2019	2701	2358	2530	direct	XY	Q1b	Q1b1	0.14	0.985	0	1.2.2.1.1.1.1.5	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-13	Kup'evaha, Mound 25, burial 1, skeleton 3	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	50.21	35.29	Jarve_CurrentBiology_2019	2700	2355	2528	direct	XX	NA	NA	0.23	0.989	0	1.3.1.2.2.4	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
MJ-34	Kolomak hillfort, №1842, pit 68, excavation IV	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.86	35.28	Jarve_CurrentBiology_2019	2330	2153	2242	direct	XY	R1a	R1a1a1b2	0.46	0.994	0	1.2.2.1.1.1.2.5	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
scy011	Cherkasy Region, Mankivsky District, Nesterivka	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	48.98	30.18	Krzewinska_ScienceAdvances_2018	2308	2058	2183	direct	XX	NA	NA	0.22	0.983	0	1.2.2.1.1.1.1.4	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-46	Mamai-Gora, The eastern sector of the burial. Object 165, burial 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	47.43	34.27	Jarve_CurrentBiology_2019	2313	2133	2223	direct	XX	NA	NA	0.15	0.985	0	1.2.2.1.1.1.2.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-15	St Merchik, Group II, mound 1, burial 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.97	35.78	Jarve_CurrentBiology_2019	2346	2158	2252	direct	XY	R1a	R1a	0.15	0.986	dup_MJ-32	NA	NA	NA	NA
NEO278	Kleshnya III	Ukraine	CentralEasternEurope	Ukraine_IronAge	48.966	38.238	thisStudy	2761	2724	2743	direct	XY	R1a	R1a	0.06	0.972	lowcov;lowGpAvg	NA	NA	NA	NA
NEO518	Igren	Ukraine	CentralEasternEurope	Ukraine_IronAge	48.396	35.161	thisStudy	2301	2002	2152	direct	XY	R1a	R1a1a1b2	0.34	0.989	0	1.2.2.1.1.2.2.2	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-37	Shyshaky, Grave 112 in the central part of the burial ground	Ukraine	CentralEasternEurope	Ukraine_IronAge_Chernyakhiv	49.87	34	Jarve_CurrentBiology_2019	1707	1564	1636	direct	XX	NA	NA	0.12	0.986	0	1.1.1.5.1.1	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
MJ-19	Legedzine, Grave 20	Ukraine	CentralEasternEurope	Ukraine_IronAge_Chernyakhiv	48.8	30.51	Jarve_CurrentBiology_2019	1688	1420	1554	direct	XX	NA	NA	0.19	0.987	0	1.3.1.2.2.2	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK539	Shestovitsa	Ukraine	CentralEasternEurope	Ukraine_VikingAge	51.37	31.18	Margyaran_Nature_2020	950	650	800	context	XY	I1	I1	1.64	0.997	0	1.1.2.1.2.1.1	EuropeNE_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK540	Shestovitsa	Ukraine	CentralEasternEurope	Ukraine_VikingAge	51.37	31.18	Margyaran_Nature_2020	950	650	800	context	XX	NA	NA	0.9	0.996	1d_rel_VK539	NA	NA	NA	NA
VK542	Chernigov	Ukraine	CentralEasternEurope	Ukraine_VikingAge	51.49	31.31	Margyaran_Nature_2020	850	750	800	context	XY	I2a	I2a1a2	1.26	0.994	0	1.3.1.1.2.2	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
Ker1	Crimea, Kerch, Pantikapaion, Mithridates hill	Ukraine	CentralEasternEurope	Ukraine_Medieval_Ostrogoth	45.39	36.46	Veeramah_PNAS_2018	1694	1549	1622	direct	XY	J2a	J2a1a1a2b2	0.54	0.992	0	2.1.1.1.1.1.1	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
VK541	Lutsk	Ukraine	CentralEasternEurope	Ukraine_Medieval	50.74	25.32	Margyaran_Nature_2020	350	150	250	context	XY	R1a	R1a1a1b	2.68	0.996	0	1.3.1.1.1.11	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
Kostenki	Kostenki	Russia	CentralEasternEurope	Russia_UpperPaleolithic_Kostenki	51.23	39.3	Seguin-Orlando_Science_2014	38680	36260	37470	direct	XY	C1	C1	2.53	0.996	0	3.2.1.2	Europe_37000BP_33000BP	Asia_45000BP_200BP	HG_Eurasia_UP
SII	Sunghir	Russia	CentralEasternEurope	Russia_UpperPaleolithic_Sunghir	56.18	40.5	Sikora_Science_2017	35283	33185	34234	direct	XY	C1	C1	4.25	0.997	0	3.2.1.1	Europe_37000BP_33000BP	Asia_45000BP_200BP	HG_Eurasia_UP
SIII	Sunghir	Russia	CentralEasternEurope	Russia_UpperPaleolithic_Sunghir	56.18	40.5	Sikora_Science_2017	35154	33031	34093	direct	XY	C1	C1	11.2	0.998	0	3.2.1.1	Europe_37000BP_33000BP	Asia_45000BP_200BP	HG_Eurasia_UP
SIV	Sunghir	Russia	CentralEasternEurope	Russia_UpperPaleolithic_Sunghir	56.18	40.5	Sikora_Science_2017	34485	33499	33992	direct	XY	C1	C1	4.04	0.997	0	3.2.1.4	Europe_37000BP_33000BP	Asia_45000BP_200BP	HG_Eurasia_UP
SI	Sunghir	Russia	CentralEasternEurope	Russia_UpperPaleolithic_Sunghir	56.18	40.5	Sikora_Science_2017	33875	31770	32823	direct	XY	C1	C1	1.16	0.995	0	3.2.1.3	Europe_37000BP_33000BP	Asia_45000BP_200BP	HG_Eurasia_UP
Sidelkino	Sidelkino	Russia	CentralEasternEurope	Russia_Mesolithic	54.53	51.11	Damgaard_Science_2018	11336	11181	11259	direct	XX	NA	NA	3	0.995	0	4.1.4.1.7	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO202	Peschanitsa	Russia	CentralEasternEurope	Russia_Mesolithic	61.272	38.91	thisStudy	11105	10601	10853	direct	XY	R1a	R1a	2.22	0.994	0	4.1.4.1.4	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO539	Minino	Russia	CentralEasternEurope	Russia_Mesolithic	59.7	39.5	thisStudy	10203	9910	10057	direct	XX	NA	NA	0.29	0.988	0	4.1.4.1.1	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO100	Ural River Beach	Russia	CentralEasternEurope	Russia_Mesolithic	51.566	53.683	thisStudy	10147	9706	9927	direct	XY	Q1b	Q1b	0.11	0.983	0	4.1.4.1.3	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO536	Minino	Russia	CentralEasternEurope	Russia_Mesolithic	59.7	39.5	thisStudy	9658	9478	9568	direct	XY	R1b	R1b	0.19	0.988	0	4.1.4.1.1	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO537	Minino	Russia	CentralEasternEurope	Russia_Mesolithic	59.7	39.5	thisStudy	8163	7941	8052	direct	XY	R1b	R1b1a	0.15	0.982	contNuc_5pct	NA	NA	NA	NA
NEO87	Zamostje 2	Russia	CentralEasternEurope	Russia_Mesolithic	56.666	38.016	thisStudy	8362	8045	8204	direct	XX	NA	NA	0.18	0.987	0	4.1.4.1.5	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO88	Zamostje 2	Russia	CentralEasternEurope	Russia_Mesolithic	56.666	38.016	thisStudy	7959	7756	7858	direct	XY	R1b	R1b1a1	2.62	0.995	0	4.1.4.1.6	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
Karelia	Karelia, Yuzhnyy Oleni Ostrov	Russia	CentralEasternEurope	Russia_Mesolithic	61.65	35.65	Fu_Nature_2016	8723	7836	8280	context	XY	R1a	R1a	1.69	0.997	0	4.1.4.1.2	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO555	Karavaikha	Russia	CentralEasternEurope	Russia_Neolithic	60.414	38.932	thisStudy	8368	8186	8277	direct	XY	R1b	R1b1a1	2.1	0.995	0	4.1.4.2.1	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO559	Karavaikha	Russia	CentralEasternEurope	Russia_Neolithic	60.414	38.932	thisStudy	8355	8181	8268	direct	XY	R1b	R1b1a1	1.23	0.993	0	4.1.4.2.3	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO561	Karavaikha	Russia	CentralEasternEurope	Russia_Neolithic	60.414	38.932	thisStudy	8331	8036	8184	direct	XX	NA	NA	1.36	0.993	1d_rel_NEO560	NA	NA	NA	NA
NEO558	Karavaikha	Russia	CentralEasternEurope	Russia_Neolithic	60.414	38.932	thisStudy	8195	7974	8085	direct	XY	R1a	R1a	0.71	0.991	0	NA	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO560	Karavaikha	Russia	CentralEasternEurope	Russia_Neolithic	60.414	38.932	thisStudy	8010	7799	7905	direct	XY	R1b	R1b1a1	1.55	0.993	0	4.1.4.2.4	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO557	Karavaikha	Russia	CentralEasternEurope	Russia_Neolithic	60.414	38.932	thisStudy	8028	7795	7912	direct	XY	R1b	R1b1a1	0.78	0.99	0	4.1.4.2.2	RussiaNW_11000BP_8000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO556	Karavaikha	Russia	CentralEasternEurope	Russia_Neolithic	60.414	38.932	thisStudy	7159	6901	7030	direct	XX	NA	NA	1.12	0.993	0	4.1.1.1.2.6	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO554	Pogostishche I	Russia	CentralEasternEurope	Russia_Neolithic	60.45	38.633	thisStudy	8171	7958	8065	direct	XX	NA	NA	0.06	0.971	lowcov;lowGpAvg	NA	NA	NA	NA
NEO185	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Lyalovo	56.781	40.447	thisStudy	7159	6897	7028	direct	XY	Q1b	Q1b1	1.21	0.994	0	4.1.1.1.2.3	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO186	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Lyalovo	56.781	40.447	thisStudy	7161	6676	6919	direct	XY	R1b	R1b1a1	0.37	0.99	0	4.1.1.1.2.4	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO192	Sakhtish II	Russia	CentralEasternEurope	Russia_Neolithic_Lyalovo	56.78	40.447	thisStudy	6943	6741	6842	direct	XX	NA	NA	0.27	0.99	0	4.1.1.1.2.5	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO181	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	6172	5895	6034	direct	XY	Q1b	Q1b2a	0.07	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
NEO180	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	6107	5770	5939	direct	XY	R1b	R1b1a1	0.39	0.991	0	4.1.1.1.1.2.1	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO158	Sakhtish II	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.78	40.447	thisStudy	5898	5610	5754	direct	XY	R1b	R1b1a	0.12	0.981	contNuc_5pct	NA	NA	NA	NA
NEO195	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5896	5597	5747	direct	XY	I2a	I2a1a	0.6	0.992	0	4.1.1.1.1.2.1	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO189	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5716	5491	5604	direct	XY	R1a	R1a	0.61	0.991	0	4.1.1.1.1.1.5	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO194	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5711	5483	5597	direct	XY	R1b	R1b1a1	1.63	0.995	0	4.1.1.1.1.1.6	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO179	Sakhtish II	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.78	40.447	thisStudy	5593	5336	5465	direct	XX	NA	NA	0.64	0.992	0	4.1.1.1.1.1.2	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO183	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5584	5328	5456	direct	XY	R1b	R1b	0.08	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
NEO193	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5579	5322	5451	direct	XY	R1b	R1b	0.23	0.988	0	4.1.1.1.1.2.2	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO188	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5466	5313	5390	direct	XY	I2a	I2a1b	0.06	0.975	lowcov;lowGpAvg	NA	NA	NA	NA
NEO182	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5466	5305	5386	direct	XY	R1b	R1b	0.07	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
NEO178	Sakhtish II	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.78	40.447	thisStudy	5478	5057	5268	direct	XY	I2a	I2a1a	0.32	0.991	0	4.1.1.1.1.1.1	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO197	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5438	5052	5245	direct	XY	I2a	I2a1a	0.61	0.993	0	4.1.1.1.1.1.7	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO187	Sakhtish IIa	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.781	40.447	thisStudy	5038	4842	4940	direct	XX	NA	NA	0.16	0.986	0	4.1.1.1.1.1.4	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO184	Sakhtish 8	Russia	CentralEasternEurope	Russia_Neolithic_Volosovo	56.776	40.443	thisStudy	5585	5328	5457	direct	XX	NA	NA	0.7	0.993	0	4.1.1.1.1.1.3	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO162	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	6794	6567	6681	direct	XX	NA	NA	0.15	0.984	contMT_5pct	NA	NA	NA	NA
NEO171	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5918	5752	5835	direct	XX	NA	NA	0.82	0.993	0	4.1.1.2.1.1	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO164	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5741	5596	5669	direct	XY	R1a	R1a	0.25	0.99	0	NA	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO166	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5724	5601	5663	direct	XY	R1b	R1b1a1	2.15	0.996	0	4.1.1.2.2	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO167	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5723	5589	5656	direct	XX	NA	NA	0.59	0.993	0	4.1.1.2.1.1	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO163	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5721	5486	5604	direct	XY	J1	J1	0.23	0.99	0	4.1.1.2.1.2	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO170	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5654	5471	5563	direct	XX	NA	NA	0.42	0.991	0	4.1.1.2.1.3	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO168	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5583	5322	5453	direct	XX	NA	NA	0.06	0.977	contMT_5pct;1d_rel_NEO171;lowcov;lowGpAvg	NA	NA	NA	NA
NEO160	Vasilyevskiy kordon 17	Russia	CentralEasternEurope	Russia_Neolithic	52.9	40.03	thisStudy	5466	5060	5263	direct	XX	NA	NA	1.33	0.995	0	4.1.1.2.2	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO113	Golubaya Krinitsa	Russia	CentralEasternEurope	Russia_Neolithic_MiddleDon	50.073	39.878	thisStudy	7423	7172	7298	direct	XY	R1a	R1a	0.11	0.983	0	4.1.3.2.2	MiddleDon_7500BP	Europe_15000BP_4000BP	HG_EuropeE
NEO212	Golubaya Krinitsa	Russia	CentralEasternEurope	Russia_Neolithic_MiddleDon	50.072	39.894	thisStudy	7475	7311	7393	direct	XY	I2a	I2a1b1a2	3.18	0.996	0	4.1.3.1.1.1	MiddleDon_7500BP	Europe_15000BP_4000BP	HG_EuropeE
NEO209	Golubaya Krinitsa	Russia	CentralEasternEurope	Russia_Neolithic_MiddleDon	50.072	39.894	thisStudy	7419	7172	7296	direct	XY	R1a	R1a	0.07	0.975	lowcov;lowGpAvg	NA	NA	NA	NA
NEO204	Golubaya Krinitsa	Russia	CentralEasternEurope	Russia_Neolithic_MiddleDon	50.072	39.894	thisStudy	7425	7030	7228	direct	XY	I2a	I2a1b	0.07	0.976	lowcov;lowGpAvg	NA	NA	NA	NA
NEO207	Golubaya Krinitsa	Russia	CentralEasternEurope	Russia_Neolithic_MiddleDon	50.072	39.894	thisStudy	7255	6939	7097	direct	XX	NA	NA	0.06	0.974	lowcov;lowGpAvg	NA	NA	NA	NA
NEO210	Golubaya Krinitsa	Russia	CentralEasternEurope	Russia_Neolithic_MiddleDon	50.072	39.894	thisStudy	7229	6986	7108	direct	XY	R1	R1	0.07	0.977	lowcov;lowGpAvg	NA	NA	NA	NA
NEO172	Ksizovo 6	Russia	CentralEasternEurope	Russia_Neolithic	52.278	38.955	thisStudy	6887	6661	6774	direct	XY	R1b	R1b	0.07	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
NEO173	Ksizovo 6	Russia	CentralEasternEurope	Russia_Neolithic	52.278	38.955	thisStudy	6397	6289	6343	direct	XX	NA	NA	0.69	0.993	0	4.1.1.1.2.2	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO174	Ksizovo 6	Russia	CentralEasternEurope	Russia_Neolithic	52.278	38.955	thisStudy	5466	5148	5307	direct	XX	NA	NA	1.15	0.995	0	4.1.1.2.1.4	DonRiver_5800BP_5300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO175	Ksizovo 6	Russia	CentralEasternEurope	Russia_Neolithic	52.278	38.955	thisStudy	4793	4421	4607	direct	XY	I2a	I2a1b	0.42	0.99	0	1.2.3.1.2	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
NEO687	Kumyshanskaya Cave	Russia	CentralEasternEurope	Russia_Neolithic	57.58	58.2	thisStudy	5574	5311	5443	direct	XY	R1a	R1a	0.44	0.993	0	4.1.1.1.2.1	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
RISE550	Peshany V	Russia	CentralEasternEurope	Russia_BronzeAge_Yamnaya	46.56	43.68	Allentoft_Nature_2015	5284	4585	4935	direct	XY	R1b	R1b1a1b1b	0.44	0.994	0	1.2.3.1.11	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE546	Temrta IV	Russia	CentralEasternEurope	Russia_BronzeAge_Yamnaya	46.54	43.7	Allentoft_Nature_2015	5250	4450	4850	context	XY	R1b	R1b1a1	0.13	0.987	0	1.2.3.1.8	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE548	Temrta IV	Russia	CentralEasternEurope	Russia_BronzeAge_Yamnaya	46.54	43.7	Allentoft_Nature_2015	5250	4450	4850	context	XY	R1b	R1b1a1b1b	0.91	0.996	0	1.2.3.1.10	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE547	Temrta IV	Russia	CentralEasternEurope	Russia_BronzeAge_Yamnaya	46.54	43.7	Allentoft_Nature_2015	4837	4584	4711	direct	XY	R1b	R1b1a1b1b	0.69	0.995	0	1.2.3.1.9	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE240	Sukhaya Termista I	Russia	CentralEasternEurope	Russia_BronzeAge_Yamnaya	46.58	43.68	Allentoft_Nature_2015	4830	4582	4706	direct	XX	NA	NA	0.17	0.99	0	1.2.3.1.3	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE552	Ulan	Russia	CentralEasternEurope	Russia_BronzeAge_Yamnaya	46.62	43.33	Allentoft_Nature_2015	4799	4093	4446	direct	XY	I2a	I2a1b1a2	2.46	0.996	0	1.2.3.1.12	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE555	Stalingrad Quarry	Russia	CentralEasternEurope	Russia_BronzeAge	48.72	44.5	Allentoft_Nature_2015	4807	4447	4627	direct	XY	R1b	R1b1a1b1b	0.24	0.989	0	1.2.3.1.13	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE386	Bulanovo	Russia	CentralEasternEurope	Russia_BronzeAge_Sintashta	52.45	55.16	Allentoft_Nature_2015	4248	3995	4122	direct	XY	R1a	R1a	0.93	0.989	0	1.2.2.2.1.1.5	Steppe_4000BP_2500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
RISE392	Stepnoe VII Cemetery	Russia	CentralEasternEurope	Russia_BronzeAge_Sintashta	53.88	59.08	Allentoft_Nature_2015	4076	3846	3961	direct	XY	R1a	R1a1a1b2	1.14	0.993	0	1.2.2.2.1.1.6	Steppe_4000BP_2500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
